Title,Title_link,Thumbnail,reviewCountContainer_2EO6o,Price,price_FHDfG,availabilityMessageSearch_23ZLw,salePrice_kTFZ3,productSaving_3YmNX,availabilityMessageSearchPickup_2eGze
"Dell Latitude E6330 13.3"" Laptop, Intel Core i7 3520M up to 3.6GHz, 16G DDR3, 256G SSD, DVD, Win10H64 (EN/FR/ES)-Refurbished",https://www.bestbuy.ca/en-ca/product/dell-latitude-e6330-13-3-laptop-intel-core-i7-3520m-up-to-3-6ghz-16g-ddr3-256g-ssd-dvd-win10h64-en-fr-es-refurbished/14515899,,(0 Reviews),$591.98,$591.98,Available online only,$591.98,SAVE $296,
"Lenovo ThinkPad X201 12.1"" Laptop, Intel Core i5 520M up to 2.93G, 8G DDR3, 320G, VGA,Win10 Home 64 Bit (EN/FR/ES)-Refurbished",https://www.bestbuy.ca/en-ca/product/lenovo-thinkpad-x201-12-1-laptop-intel-core-i5-520m-up-to-2-93g-8g-ddr3-320g-vga-win10-home-64-bit-en-fr-es-refurbished/14538744,,(0 Reviews),$352.98,$352.98,Available online only,$352.98,SAVE $176,
"Microsoft Surface 3 13.5"" Touchscreen Laptop - Cobalt Blue (Intel Core i5-1035G7/256GB SSD/8GB RAM) - French",https://www.bestbuy.ca/en-ca/product/microsoft-surface-3-13-5-touchscreen-laptop-cobalt-blue-intel-core-i5-1035g7-256gb-ssd-8gb-ram-french/13949370,,(0 Reviews),"$1,529.99","$1,529.99",Available online,"$1,529.99",SAVE $200,Sold out in nearby stores
"DELL E7240, Intel i5 4200U, 8GB Memory, 256GB Solid State Drive, 12"" Screen, Win 10 Pro - Refurbished",https://www.bestbuy.ca/en-ca/product/dell-e7240-intel-i5-4200u-8gb-memory-256gb-solid-state-drive-12-screen-win-10-pro-refurbished/12370929,,(0 Reviews),$349.88,$349.88,Available online only,$349.88,SAVE $100,
"Dell Latitude E6330 13.3"" Laptop, Intel Core i7 3520M up to 3.6GHz, 16G DDR3, 1T, DVD,Win10 Home 64 Bit (EN/FR/ES)-Refurbished",https://www.bestbuy.ca/en-ca/product/dell-latitude-e6330-13-3-laptop-intel-core-i7-3520m-up-to-3-6ghz-16g-ddr3-1t-dvd-win10-home-64-bit-en-fr-es-refurbished/14515813,,(0 Reviews),$586.98,$586.98,Available online only,$586.98,SAVE $293,
"Lenovo ThinkPad X201 12.1"" Laptop, Intel Core i5 520M up to 2.93G, 8G DDR3, 500G, VGA,Win10 Home 64 Bit (EN/FR/ES)-Refurbished",https://www.bestbuy.ca/en-ca/product/lenovo-thinkpad-x201-12-1-laptop-intel-core-i5-520m-up-to-2-93g-8g-ddr3-500g-vga-win10-home-64-bit-en-fr-es-refurbished/14538906,,(0 Reviews),$375.98,$375.98,Available online only,$375.98,SAVE $188,
Basic Panasonic Toughbook CF-C2 MK2 Tablet-PC Rugged 1.8GHz Core i5 Win10 - Refurbished - Grade A,https://www.bestbuy.ca/en-ca/product/basic-panasonic-toughbook-cf-c2-mk2-tablet-pc-rugged-1-8ghz-core-i5-win10-refurbished-grade-a/13412103,,(0 Reviews),$549.90,$549.90,Available online only,,,
"Microsoft Surface 3 13.5"" Touchscreen Laptop - Sandstone (Intel Core i7-1065G7/512GB SSD/16GB RAM) - French",https://www.bestbuy.ca/en-ca/product/microsoft-surface-3-13-5-touchscreen-laptop-sandstone-intel-core-i7-1065g7-512gb-ssd-16gb-ram-french/13949392,,(0 Reviews),"$2,489.99","$2,489.99",Available online,"$2,489.99",SAVE $200,Sold out in nearby stores
"HP ELITE X2 1012 G1 12"" 256GB WINDOWS 10 PRO 64-BIT TABLET & KEYBOARD WITH INTEL CORE M7-6Y75 SILVER (T8Z07UT#ABA) T8Z07",https://www.bestbuy.ca/en-ca/product/hp-elite-x2-1012-g1-12-256gb-windows-10-pro-64-bit-tablet-keyboard-with-intel-core-m7-6y75-silver-t8z07ut-aba-t8z07/11985377,,(0 Reviews),"$3,028.99","$3,028.99",Available online only,,,
"Microsoft Surface 3 13.5"" Touchscreen Laptop - Cobalt Blue (Intel Core i7-1065G7/256GB SSD/16GB RAM) - French",https://www.bestbuy.ca/en-ca/product/microsoft-surface-3-13-5-touchscreen-laptop-cobalt-blue-intel-core-i7-1065g7-256gb-ssd-16gb-ram-french/13949372,,(0 Reviews),"$1,949.99","$1,949.99",Available online,"$1,949.99",SAVE $50,Sold out in nearby stores
"Lenovo ThinkPad X201 12.1"" Laptop, Intel Core i5 520M up to 2.93G, 4G DDR3, 500G, VGA,Win10 Home 64 Bit (EN/FR/ES)-Refurbished",https://www.bestbuy.ca/en-ca/product/lenovo-thinkpad-x201-12-1-laptop-intel-core-i5-520m-up-to-2-93g-4g-ddr3-500g-vga-win10-home-64-bit-en-fr-es-refurbished/14538757,,(0 Reviews),$344.98,$344.98,Available online only,$344.98,SAVE $172,
"Dell XPS 13.3"" Laptop - Platinum Silver (Intel Core i7-8565U/256GB SSD/8GB RAM/Windows 10) - Refurbished",https://www.bestbuy.ca/en-ca/product/dell-xps-13-3-laptop-platinum-silver-intel-core-i7-8565u-256gb-ssd-8gb-ram-windows-10-refurbished/13963776,,(0 Reviews),"$1,209.99","$1,209.99",Available online only,"$1,209.99",SAVE $190,
"Huawei 53010FKR 13"" Touchscreen Laptop Core i5 8265U 1.6Ghz 8GB RAM 256GB SSD Win 10 Home, Refurbished",https://www.bestbuy.ca/en-ca/product/huawei-53010fkr-13-touchscreen-laptop-core-i5-8265u-1-6ghz-8gb-ram-256gb-ssd-win-10-home-refurbished/13871106,,(0 Reviews),"$1,189.99","$1,189.99",Available online only,"$1,189.99",SAVE $186,
"Refurbished HP ELITEBOOK 725 G2, Grade A, 12.5"" AMD A10-7350B 2.1G, 8G, 512G SSD, WIFI, W10H64, 1 Year Warranty(EN/FR)",https://www.bestbuy.ca/en-ca/product/refurbished-hp-elitebook-725-g2-grade-a-12-5-amd-a10-7350b-2-1g-8g-512g-ssd-wifi-w10h64-1-year-warranty-en-fr/13789606,,(0 Reviews),$499.98,$499.98,Available online only,$499.98,SAVE $250,
"Dell Latitude E6230 12.5"" Laptop, Intel Core i5 3320M up to 3.3G, 4G DDR3, 500G, Windows 10 Home 64 Bit (EN/FR/ES)-Refurbished",https://www.bestbuy.ca/en-ca/product/dell-latitude-e6230-12-5-laptop-intel-core-i5-3320m-up-to-3-3g-4g-ddr3-500g-windows-10-home-64-bit-en-fr-es-refurbished/14515716,,(0 Reviews),$383.98,$383.98,Available online only,$383.98,SAVE $192,
"Microsoft Surface 3 13.5"" Touchscreen Laptop - Platinum (Intel Core i5-1035G7/256GB SSD/8GB RAM) - French",https://www.bestbuy.ca/en-ca/product/microsoft-surface-3-13-5-touchscreen-laptop-platinum-intel-core-i5-1035g7-256gb-ssd-8gb-ram-french/13949364,,(0 Reviews),"$1,729.99","$1,729.99",Available online,,,Sold out in nearby stores
"Lenovo ThinkPad X201 12.1"" Laptop, Intel Core i5 520M up to 2.93 GHz, 8G DDR3, 256G SSD, VGA, Win10H64 (EN/FR/ES)-Refurbished",https://www.bestbuy.ca/en-ca/product/lenovo-thinkpad-x201-12-1-laptop-intel-core-i5-520m-up-to-2-93-ghz-8g-ddr3-256g-ssd-vga-win10h64-en-fr-es-refurbished/14538911,,(0 Reviews),$403.98,$403.98,Available online only,$403.98,SAVE $202,
"Toshiba Portege Z30A 13.3"" Laptop, Intel Core i5 4300U up to 2.9GHz, 8G DDR3L, mSATA 256G SSD, W10H64 (EN/FR/ES)-Refurbished",https://www.bestbuy.ca/en-ca/product/toshiba-portege-z30a-13-3-laptop-intel-core-i5-4300u-up-to-2-9ghz-8g-ddr3l-msata-256g-ssd-w10h64-en-fr-es-refurbished/14515792,,(0 Reviews),$497.11,$497.11,Available online only,,,
"Dell Latitude E7250: i5-5300U 2.3GHz, 8G, 256GB SSD, Webcam, HDMI, mini Display, 12.5"", win 10 pro - Certified Refurbished",https://www.bestbuy.ca/en-ca/product/dell-latitude-e7250-i5-5300u-2-3ghz-8g-256gb-ssd-webcam-hdmi-mini-display-12-5-win-10-pro-certified-refurbished/14553655,,(0 Reviews),$445,$445.00,Available online only,$445.00,SAVE $105,
"Dell Latitude 7280 - 12"" - i5-6300U CPU @ 2.40GHz - 8GB RAM - 128GB SSD - Windows 10 Pro - Certified Refurbished",https://www.bestbuy.ca/en-ca/product/dell-latitude-7280-12-i5-6300u-cpu-2-40ghz-8gb-ram-128gb-ssd-windows-10-pro-certified-refurbished/12724473,,(0 Reviews),$629,$629.00,Available online only,$629.00,"SAVE $1,071",
"Dell Latitude E6230 12.5"" Laptop, Intel Core i5 3320M up to 3.3G, 4G DDR3, 128G SSD, Win10 Home 64 Bit (EN/FR/ES)-Refurbished",https://www.bestbuy.ca/en-ca/product/dell-latitude-e6230-12-5-laptop-intel-core-i5-3320m-up-to-3-3g-4g-ddr3-128g-ssd-win10-home-64-bit-en-fr-es-refurbished/14515719,,(0 Reviews),$399.98,$399.98,Available online only,$399.98,SAVE $200,
"Dell Latitude 3330 13.3"" Laptop, Intel Core i3 2375M 1.5GHz, 8G DDR3L, 500G, WiFi, Win10 Home 64 Bit (EN/FR/ES)-Refurbished",https://www.bestbuy.ca/en-ca/product/dell-latitude-3330-13-3-laptop-intel-core-i3-2375m-1-5ghz-8g-ddr3l-500g-wifi-win10-home-64-bit-en-fr-es-refurbished/14428668,,(0 Reviews),$387.98,$387.98,Available online only,$387.98,SAVE $194,
"HP EliteBook 830 G5 13.3"" Touchscreen LCD Notebook - Intel Core i7 (8th Gen) i7-8550U Quad-core (4 Core) 1.80 GHz - 16GB DDR4",https://www.bestbuy.ca/en-ca/product/hp-elitebook-830-g5-13-3-touchscreen-lcd-notebook-intel-core-i7-8th-gen-i7-8550u-quad-core-4-core-1-80-ghz-16gb-ddr4/12473192,,(0 Reviews),"$1,971.95","$1,971.95",Available online only,"$1,971.95",SAVE $163,
"Dell Latitude E7240 Touch Laptop Core i5 4310u 2.0GHz 16GB RAM 256GB SSD 10 Pro 12.5"" FHD Touchscreen SQUARE PC Refurbished",https://www.bestbuy.ca/en-ca/product/dell-latitude-e7240-touch-laptop-core-i5-4310u-2-0ghz-16gb-ram-256gb-ssd-10-pro-12-5-fhd-touchscreen-square-pc-refurbished/13703076,,(0 Reviews),$599.97,$599.97,Available online only,$599.97,SAVE $200,
"Dell Latitude E6230 12.5"" Laptop, Intel Core i5 3320M up to 3.3G, 8G DDR3, 256G SSD, Win10 Home 64 Bit (EN/FR/ES)-Refurbished",https://www.bestbuy.ca/en-ca/product/dell-latitude-e6230-12-5-laptop-intel-core-i5-3320m-up-to-3-3g-8g-ddr3-256g-ssd-win10-home-64-bit-en-fr-es-refurbished/14515655,,(0 Reviews),$443.98,$443.98,Available online only,$443.98,SAVE $222,
"Dell Latitude E6230 12.5"" Laptop, Intel Core i5 3320M up to 3.3G, 4G DDR3, 256G SSD, Win10 Home 64 Bit (EN/FR/ES)-Refurbished",https://www.bestbuy.ca/en-ca/product/dell-latitude-e6230-12-5-laptop-intel-core-i5-3320m-up-to-3-3g-4g-ddr3-256g-ssd-win10-home-64-bit-en-fr-es-refurbished/14515611,,(0 Reviews),$412.98,$412.98,Available online only,$412.98,SAVE $206,
"Microsoft Surface 2 13.5"" Touchscreen Laptop - Black (Intel Core i7/512GB SSD/16GB RAM) - English - Open Box",https://www.bestbuy.ca/en-ca/product/microsoft-surface-2-13-5-touchscreen-laptop-black-intel-core-i7-512gb-ssd-16gb-ram-english-open-box/14542729,,(0 Reviews),"$1,999.99","$1,999.99",Available online only,"$1,999.99",SAVE $200,
"Dell Latitude 7280,Intel Core I5-7300U 2.6GHz,8G DDR4,256G SSD(M.2.SATA),WIFI,BT 4.2,12.5"" LCD,W10P64(EN/FR)-Refurbished",https://www.bestbuy.ca/en-ca/product/dell-latitude-7280-intel-core-i5-7300u-2-6ghz-8g-ddr4-256g-ssd-m-2-sata-wifi-bt-4-2-12-5-lcd-w10p64-en-fr-refurbished/13287900,,(0 Reviews),$870.98,$870.98,Available online only,$870.98,SAVE $435,
"Lenovo ThinkPad X230 12.5"" Laptop, Intel Core i3 3130M 2.6 GHz, 4G DDR3, 500G, VGA, DP, USB 3.0, W10H64 (EN/FR/ES)-Refurbished",https://www.bestbuy.ca/en-ca/product/lenovo-thinkpad-x230-12-5-laptop-intel-core-i3-3130m-2-6-ghz-4g-ddr3-500g-vga-dp-usb-3-0-w10h64-en-fr-es-refurbished/14519436,,(0 Reviews),$360.98,$360.98,Available online only,$360.98,SAVE $180,
"Microsoft Surface 3 13.5"" Touchscreen Laptop - Matte Black (Intel Core i7-1065G7/512GB SSD/16GB RAM) - French",https://www.bestbuy.ca/en-ca/product/microsoft-surface-3-13-5-touchscreen-laptop-matte-black-intel-core-i7-1065g7-512gb-ssd-16gb-ram-french/13949390,,(0 Reviews),"$2,489.99","$2,489.99",Available online,"$2,489.99",SAVE $200,Sold out in nearby stores
"Dell Latitude E6330 13.3"" Laptop, Intel Core i7 3520M up to 3.6GHz, 16G DDR3, 512G SSD, DVD, Win10H64 (EN/FR/ES)-Refurbished",https://www.bestbuy.ca/en-ca/product/dell-latitude-e6330-13-3-laptop-intel-core-i7-3520m-up-to-3-6ghz-16g-ddr3-512g-ssd-dvd-win10h64-en-fr-es-refurbished/14515940,,(0 Reviews),$632.98,$632.98,Available online only,$632.98,SAVE $316,
Acer 13.3” Spin 5 Convertible Notebook (Intel Core i5-8265U/8Gb/512Gb SSD/Win10) - Manufacturer ReCertified w/ 1 Year Warranty,https://www.bestbuy.ca/en-ca/product/acer-13-3-spin-5-convertible-notebook-intel-core-i5-8265u-8gb-512gb-ssd-win10-manufacturer-recertified-w-1-year-warranty/14575594,,(0 Reviews),$919.99,$919.99,Available online only,,,
"Lenovo ThinkPad X230 12.5"" Laptop, Intel Core i3 3130M 2.6 GHz, 8G DDR3, 500G, VGA, DP, USB 3.0, W10H64 (EN/FR/ES)-Refurbished",https://www.bestbuy.ca/en-ca/product/lenovo-thinkpad-x230-12-5-laptop-intel-core-i3-3130m-2-6-ghz-8g-ddr3-500g-vga-dp-usb-3-0-w10h64-en-fr-es-refurbished/14519390,,(0 Reviews),$393.98,$393.98,Available online only,$393.98,SAVE $197,
"Dell Latitude E6330 Laptop i7 3520m 2.9GHz 16GB RAM 128GB SSD DVDRW 10 13.3"" HD LCD Webcam New Battery SQUARE PC Refurbished",https://www.bestbuy.ca/en-ca/product/dell-latitude-e6330-laptop-i7-3520m-2-9ghz-16gb-ram-128gb-ssd-dvdrw-10-13-3-hd-lcd-webcam-new-battery-square-pc-refurbished/14585310,,(0 Reviews),$549.99,$549.99,Available online only,,,
HP 820G3-CORE I5 (6300U)-2.4GHZ-8GB-500GB-Refurbished(Grade A),https://www.bestbuy.ca/en-ca/product/hp-820g3-core-i5-6300u-2-4ghz-8gb-500gb-refurbished-grade-a/14588735,,(0 Reviews),$549,$549.00,Available online only,$549.00,"SAVE $1,050",
"Microsoft 13.5"" Touchscreen Laptop (Intel Core i5-7200U/128GB SSD/8GB RAM/Win 10 S) - En - Open Box",https://www.bestbuy.ca/en-ca/product/microsoft-13-5-touchscreen-laptop-intel-core-i5-7200u-128gb-ssd-8gb-ram-win-10-s-en-open-box/13194366,,(0 Reviews),$999.97,$999.97,Available online only,,,
