Title,Thumbnail,Price
"ASUS VivoBook X540UA-TS31-CB 15.6” Laptop with Intel® i3-7020U, 256GB SSD, 8GB RAM & Windows 10 - Chocolate Black & Gold",https://www.thesource.ca/medias/20190205150934-108080461-A.jpg-mediaConversion-640-x-480-mediaConversion-400-x-300-mediaConversion-200-x-150-0?context=bWFzdGVyfGltYWdlc3wyNTM3NXxpbWFnZS9qcGVnfGltYWdlcy9oNDgvaDczLzkxNDE2ODMxMjYzMDIuanBnfDkyZjExODVjODJhMTg0Y2RiOTIwY2E4MzA3MTE4ZjIzZjU3ZWE2ZmEyY2M1MmQ4MzdjZjQ4YTk1MmQ0MDdmNjQ,$699.99
"ASUS VivoBook X510QA-TS12-CB 15.6” Laptop with AMD A12-9720P, 512GB SSD, 8GB RAM, AMD Radeon R7 & Windows 10 - Grey",https://www.thesource.ca/medias/20190402155446-108081201-A.jpg-mediaConversion-640-x-480-mediaConversion-400-x-300-mediaConversion-200-x-150-0?context=bWFzdGVyfGltYWdlc3wyMzA3NXxpbWFnZS9qcGVnfGltYWdlcy9oZDYvaDMxLzkxNTE4ODU4MDM1NTAuanBnfGZhM2FlYTU4N2I2ZDFmMGU3NGFjYTlhN2FiZDcxNjI4Y2UzNmFiMDk4YWYyNzAxMThhZDI5ZmM5ZTc2NmJlMTE,$749.99
"ASUS X540MA-TS01-CB 15.6"" Laptop with Intel® N4000, 1TB HDD, 4GB RAM & Windows 10 - Chocolate Black & Gold",https://www.thesource.ca/medias/20190301095638-108081037-A.jpg-mediaConversion-640-x-480-mediaConversion-400-x-300-mediaConversion-200-x-150-0?context=bWFzdGVyfGltYWdlc3wyNjIzNnxpbWFnZS9qcGVnfGltYWdlcy9oZmIvaDI5LzkxNDY1MDk4MTk5MzQuanBnfDVkNTJkODcwZjA2YjIwYjZmOWZlMzgxNTY1ZGRmN2Y0NTRhYWI5NDE5N2Y5ZWEzMjViNWYzOTlhNjgwNWE3ZGE,$429.99
"HP 14-dk0001ca 14” Laptop with AMD A6-9225, 256GB SSD, 8GB RAM & Windows 10 - Silver",https://www.thesource.ca/medias/20190709114523-108082632-A.jpg-mediaConversion-640-x-480-mediaConversion-400-x-300-mediaConversion-200-x-150-0?context=bWFzdGVyfGltYWdlc3wyNDE4MXxpbWFnZS9qcGVnfGltYWdlcy9oYTcvaDMxLzkxNjkyMTkzODc0MjIuanBnfGY4ZmFhNGY4N2NhNzY5MjBiY2VkM2RlOTBiNDRkZTE0ZjAxODM0NWM5NGNiZDFiYWRlMmQ5NzZiODFhYzk0NjA,$579.99
"HP 17-ca1001ca 17.3” Laptop with AMD Ryzen 3 3200U, 1TB HDD, 8GB RAM, AMD Radeon Vega 3 & Windows 10 - Silver",https://www.thesource.ca/medias/20190709101422-108082634-A.jpg-mediaConversion-640-x-480-mediaConversion-400-x-300-mediaConversion-200-x-150-0?context=bWFzdGVyfGltYWdlc3wyMzUzM3xpbWFnZS9qcGVnfGltYWdlcy9oYzYvaDQ0LzkxNjkyMTUwMjkyNzguanBnfDgwZjc5NTc1OTlkNDhkNzFiZGRiM2I3MWNjMDQyYjU4ZGI0NDgwMTg5NmQ4MzY1NTRjYTEyNDEzZWFlMGJlOTg,$649.99
"ASUS ZenBook Pro Duo UX581GV-XB74T 15.6” Laptop with Intel® i7-9750H, 1TB SSD, 16GB RAM, NVIDIA RTX 2060 & Windows 10 Pro - Celestial Blue",https://www.thesource.ca/medias/20191104103715-108085804-A.jpg-mediaConversion-640-x-480-mediaConversion-400-x-300-mediaConversion-200-x-150-0?context=bWFzdGVyfGltYWdlc3wxMjQyOXxpbWFnZS9qcGVnfGltYWdlcy9oZjgvaGQzLzkxOTA4Mjk4MTc4ODYuanBnfDUxMDMwNWYwYjgyYTI5MGQyZjE1OWYxYzgwZmUyMTczOTE2MTE2YmFmZTk4NTUxYmE3MzJkOTAyNGUwOWU4Yjc,"$3,299.99"
"ASUS VivoBook Flip 14 TP412FA-DS51T-CA 14” Touchscreen Laptop with Intel® i5-10210U, 256GB SSD, 8GB RAM & Windows 10 Home",https://www.thesource.ca/medias/20200205095927-108086904-A.jpg-mediaConversion-640-x-480-mediaConversion-400-x-300-mediaConversion-200-x-150-0?context=bWFzdGVyfGltYWdlc3w3OTY2fGltYWdlL2pwZWd8aW1hZ2VzL2hmMi9oMjQvOTIyNjQxMjQ5MDc4Mi5qcGd8ZDAwYjUwMWIzZGU4OWI0ODVhNjZiZWY2M2U1MjRhZDhiZTZjNmI3MTQ2ZDU2YTQ3MjJjNWUyNmIxNmY2MDI4NA,$849.99
"ASUS VivoBook S15 S530FA-DB51-YL 15.6” Laptop with Intel® i5-8265U, 256GB SSD, 8GB RAM & Windows 10 Home - Silver & Yellow",https://www.thesource.ca/medias/20190227160611-108081055-A.jpg-mediaConversion-640-x-480-mediaConversion-400-x-300-mediaConversion-200-x-150-0?context=bWFzdGVyfGltYWdlc3wyMDY4NnxpbWFnZS9qcGVnfGltYWdlcy9oZDUvaGZiLzkxNDYxODI2MzE0NTQuanBnfDhlYzZjN2E5YmJhY2I5NmZkMDkyNWQwOTVmNTA1ODFiOWQ0NjA1OTczYjI4YjEwYjg0ZDk1OGU1MGYwZjAzODk,$929.99
"ASUS ZenBook S UX391FA-XH74T 13.3” Touchscreen Laptop with Intel® i7-8565U, 512GB SSD, 16GB RAM & Windows 10 Pro - Deep Dive Blue",https://www.thesource.ca/medias/20190227170626-108081056-A.jpg-mediaConversion-640-x-480-mediaConversion-400-x-300-mediaConversion-200-x-150-0?context=bWFzdGVyfGltYWdlc3wxNjc4OHxpbWFnZS9qcGVnfGltYWdlcy9oMmIvaGNhLzkxNDYyMjQyNzk1ODIuanBnfGQ4YmM5MGZlMDM0NWMwMTlhYTY4MGJiNDE0Y2Y2MmM5N2M1ODIwZDdmNjgyYWE5NzAwZDA2YTE2YjUxMzFiZmM,"$1,999.99"
"ASUS VivoBook S15 S530FA-DB51 15.6” Laptop with Intel® i5-8265U, 256GB SSD, 8GB RAM & Windows 10 Home - Gun Metal",https://www.thesource.ca/medias/20190227153610-108081052-A.jpg-mediaConversion-640-x-480-mediaConversion-400-x-300-mediaConversion-200-x-150-0?context=bWFzdGVyfGltYWdlc3wxNjc0MHxpbWFnZS9qcGVnfGltYWdlcy9oYWMvaDg2LzkxNDYxNzQzNDExNTAuanBnfGE5NTcyZGQxOTIzNTkzZWFhZDZlMDViYzA5ZTA3MTc5ZGM2MGJlY2Q1ZTQ4YWNhN2YyYzIxNDNjNDIyOTIyNDc,$929.99
"Acer Switch Alpha 12 SA5-271-36RS 12” 2-in-1 Touchscreen Laptop with Intel® i3-6100U, 128GB SSD, 8GB RAM & Windows 10 Home",https://www.thesource.ca/medias/20190528113750-108081500-A.jpg-mediaConversion-640-x-480-mediaConversion-400-x-300-mediaConversion-200-x-150-0?context=bWFzdGVyfGltYWdlc3wyNjgzNXxpbWFnZS9qcGVnfGltYWdlcy9oZTgvaDEyLzkxNjIxMTUxODY3MTguanBnfDA1YWZhOTg3ZTJmZDg4MTEwYzBlODkxYzUzMGRhN2E1NjFjZGY1YzZjYzUyMWFlOGMxZTk0ZGIwZTY5MjFlYWU,$849.99
"ASUS Flip C434TA-DSM4T 14” Touchscreen Chromebook with Intel® m3-8100Y, 64GB eMMC, 4GB RAM & Chrome OS - Silver",https://www.thesource.ca/medias/20190422161446-108081808-A.jpg-mediaConversion-640-x-480-mediaConversion-400-x-300-mediaConversion-200-x-150-0?context=bWFzdGVyfGltYWdlc3wyMzA5N3xpbWFnZS9qcGVnfGltYWdlcy9oM2YvaDg3LzkxNTU4MjU0MDE4ODYuanBnfGFmZTVkNWFlNjQyOTcwOTY1OGJhOGU5MzUxMGI0NDg1Y2IyZDM4NTdiMDA0NjkyMjg3M2JkZjEzOTRhNmQ4Zjc,$699.99
"ASUS ROG Strix Scar Edition GL703GS-DS74 17.3"" Gaming Laptop with Intel® i7-8750H, 1TB SSHD, 16GB RAM, NVIDIA GTX 1070 & Windows 10 - Gunmetal & Weave",https://www.thesource.ca/medias/20181030120025-108079300-A.jpg-mediaConversion-640-x-480-mediaConversion-400-x-300-mediaConversion-200-x-150-0?context=bWFzdGVyfGltYWdlc3wxMzI1MXxpbWFnZS9qcGVnfGltYWdlcy9oNWMvaDYzLzkxMDc3Mjc1ODEyMTQuanBnfGExZWRmODFhODYzMTg3MmNjMzMxMTkxZGNlZjZkMmUwODBkYzEyZDY0Y2UwMDkzMWNiY2EzZjMwM2JjMDE0ZDU,"$2,499.99"
Apple MacBook Pro 15.4” 256GB with Touch Bar - Space Grey - English,https://www.thesource.ca/medias/20191028132118-108085248-A.jpg-mediaConversion-640-x-480-mediaConversion-400-x-300-mediaConversion-200-x-150-0?context=bWFzdGVyfGltYWdlc3w2Nzg2fGltYWdlL2pwZWd8aW1hZ2VzL2gwYi9oNjYvOTE4OTY5MTM1OTI2Mi5qcGd8YzZkMTQ4MGUzZGNlMzhkNTA4MDliMTM2ZWY3MzIzOTBkNjZiMTU3YzBiOWIwMDc3NmI3YzZhNThkYWNkODVjOA,"$2,999.99"
"ASUS ROG Zephyrus M GU502GU-XB74 15.6” Gaming Laptop with Intel® i7-9750H, 512GB SSD, 16GB RAM, NVIDIA GTX 1660 Ti & Windows 10 Pro - Metallic Black",https://www.thesource.ca/medias/20190625103314-108083013-A.jpg-mediaConversion-640-x-480-mediaConversion-400-x-300-mediaConversion-200-x-150-0?context=bWFzdGVyfGltYWdlc3wyODgyMnxpbWFnZS9qcGVnfGltYWdlcy9oMjkvaDM4LzkxNjY5Mzc5NDgxOTAuanBnfGExODIzOGYyMWUwMGRjNWU1ZDgyMzFmMmU1OTZmN2JhNjViY2EyYWI1MDlhMTg3MzgzYjg2YmNlNWE5ZDA4ZDc,"$2,299.99"
"ASUS VivoBook 15 F512DA-EB51 15.6” Laptop with AMD Ryzen 5 3500U, 256GB SSD, 8GB RAM, AMD Vega 8 & Windows 10 - Slate Grey",https://www.thesource.ca/medias/20190702160349-108083015-A.jpg-mediaConversion-640-x-480-mediaConversion-400-x-300-mediaConversion-200-x-150-0?context=bWFzdGVyfGltYWdlc3wxOTU3MXxpbWFnZS9qcGVnfGltYWdlcy9oZWUvaDBmLzkxNjgzNDE0OTk5MzQuanBnfDU2MzRkNWY0Y2MzNGU3ZDMwMWE2ODE5OWQwNjFkM2M5YTU2N2E1NjkwYzAxZjI3YTJiMDM4OGNlYzliYWNhMmY,$699.99
"MSI GS75 Stealth 9S7-17G111-280 17.3” Gaming Laptop with Intel® i7-9750H, 1TB SSD, 32GB RAM, NVIDIA RTX 2080 Max Q & Windows 10 Pro",https://www.thesource.ca/medias/20191108092746-108085365-A.jpg-mediaConversion-640-x-480-mediaConversion-400-x-300-mediaConversion-200-x-150-0?context=bWFzdGVyfGltYWdlc3w5MDk4fGltYWdlL2pwZWd8aW1hZ2VzL2g1ZS9oZDYvOTE5MTg5MjI1NDc1MC5qcGd8MDU3NjRhZGExZGY1ZjcyYTBhMWNjOGQ0MzdlMWFlNmRlYTk3ODkyNzE4MTllYzRkODhlMTI3MjVhZDQ4NjBiNA,"$4,099.99"
"Toshiba DYNABOOK Tecra C50-E PS591C-0Y201R 15.6” Laptop with Intel® i3-8130U, 1TB HDD, 8GB RAM & Windows 10 Home - Black",https://www.thesource.ca/medias/20200128135648-108081683-A.jpg-mediaConversion-640-x-480-mediaConversion-400-x-300-mediaConversion-200-x-150-0?context=bWFzdGVyfGltYWdlc3w4OTIzfGltYWdlL2pwZWd8aW1hZ2VzL2g4MC9oMGEvOTIyNDkzOTgzMTMyNi5qcGd8ODM2MzEwMjE1ZTFkMWNkNTdmMTYyOTFmZjYwYTBlNzM2OGFhYTM0NzJlOTZkMjg1ZjA4ZWMzNDVmYTI2ZTVhOA,$729.99
"Toshiba DYNABOOK Tecra C50-E PS591C-0Y101M 15.6” Laptop with Intel® i3-8130U, 1TB HDD, 8GB RAM & Windows 10 Pro - Black",https://www.thesource.ca/medias/20200128135648-108081683-A.jpg-mediaConversion-640-x-480-mediaConversion-400-x-300-mediaConversion-200-x-150-0?context=bWFzdGVyfGltYWdlc3w4OTIzfGltYWdlL2pwZWd8aW1hZ2VzL2g4MC9oMGEvOTIyNDkzOTgzMTMyNi5qcGd8ODM2MzEwMjE1ZTFkMWNkNTdmMTYyOTFmZjYwYTBlNzM2OGFhYTM0NzJlOTZkMjg1ZjA4ZWMzNDVmYTI2ZTVhOA,$769.99
"Apple MacBook Air 13.3” 256GB, 1.1GHz with Intel® i3 10th Generation Processor - Space Grey - English",https://www.thesource.ca/medias/20200324143054-108087800-A.jpg-mediaConversion-640-x-480-mediaConversion-400-x-300-mediaConversion-200-x-150-0?context=bWFzdGVyfGltYWdlc3w5MzUxfGltYWdlL2pwZWd8aW1hZ2VzL2hhZC9oZTQvOTIzNjM1ODIwMTM3NC5qcGd8MGUyYThhOGM0ZDE2NjExMjY0Mjk2Y2VhNGI0NjIzYWMxZDhhZTYyMDI3MDU3NTQ1ZDcwZWNkZTFjM2UyNDIyOA,"$1,299.99"
"Apple MacBook Air 13.3” 256GB, 1.1GHz with Intel® i3 10th Generation Processor - Silver - English",https://www.thesource.ca/medias/20200324143054-108087803-A.jpg-mediaConversion-640-x-480-mediaConversion-400-x-300-mediaConversion-200-x-150-0?context=bWFzdGVyfGltYWdlc3w4NzQ2fGltYWdlL2pwZWd8aW1hZ2VzL2hjMS9oYjIvOTIzNjM2MTYwOTI0Ni5qcGd8YzU2OWYxOWZmZTFhMDgwMzJiOWVjOTZhYzM1ZmFlM2E4OTdhNzFjNmQ2YmZjOWU0NDEyNzkyMWI5NGM0ZjEwYQ,"$1,299.99"
"Apple MacBook Air 13.3” 512GB, 1.1GHz with Intel® i5 10th Generation Processor - Gold - English",https://www.thesource.ca/medias/20200324143054-108087810-A.jpg-mediaConversion-640-x-480-mediaConversion-400-x-300-mediaConversion-200-x-150-0?context=bWFzdGVyfGltYWdlc3w5NTcyfGltYWdlL2pwZWd8aW1hZ2VzL2hjMS9oNTQvOTIzNjUzNDA5OTk5OC5qcGd8ZTM3Mjg4OTUxZjA2MTc4OGMzMDljZThmYWYyNjIxZGRlMzBjMmRmMWUwY2EwYmU1NDM4ODA2M2RlZTc0ZjQyOA,"$1,699.99"
"Apple MacBook Air 13.3” 512GB, 1.1GHz with Intel® i5 10th Generation Processor - Silver - English",https://www.thesource.ca/medias/20200324143054-108087808-A.jpg-mediaConversion-640-x-480-mediaConversion-400-x-300-mediaConversion-200-x-150-0?context=bWFzdGVyfGltYWdlc3w4NzQ2fGltYWdlL2pwZWd8aW1hZ2VzL2g3NS9oYzEvOTIzNjUzMjAwMjg0Ni5qcGd8ZWE4NDYzZGEyZmY4NTQyYzE0MTMwMTBhNjQ0NzQwOTFmYjQ2Y2I2YzM4NjQ0ZjA3NWNkZDZkMWY2YzNjZjZmYg,"$1,699.99"
"Apple MacBook Air 13.3” 512GB, 1.1GHz with Intel® i5 10th Generation Processor - Space Grey - English",https://www.thesource.ca/medias/20200324143054-108087806-A.jpg-mediaConversion-640-x-480-mediaConversion-400-x-300-mediaConversion-200-x-150-0?context=bWFzdGVyfGltYWdlc3w5MzUxfGltYWdlL2pwZWd8aW1hZ2VzL2gwNy9oYjAvOTIzNjUyOTM4MTQwNi5qcGd8NGZkNDQ3NmE2NmFhNmM5MzNjNTBmZDA0ODBhMDA3YTA5OTFiNjEwZDg5N2YzMzE2MzU5ZDZjMWIwMzU0NjdlMQ,"$1,699.99"
"Apple MacBook Pro 13.3” 256GB, 1.4GHz, Intel® i5 with Touch Bar - Silver - English",https://www.thesource.ca/medias/20191205104905-108086255-A.jpg-mediaConversion-640-x-480-mediaConversion-400-x-300-mediaConversion-200-x-150-0?context=bWFzdGVyfGltYWdlc3w2MDY5fGltYWdlL2pwZWd8aW1hZ2VzL2hkYS9oZTgvOTIwODU5MDcyOTI0Ni5qcGd8ZjI0NzIxYmNiOWRjMzlmMWEzZTljNjhlZmVkNjE3ZDg0MWFkYjIwZTZhNWYzM2ExNjAyYzc1ZWE4OGQ4ZDYyZQ,"$1,949.99"
"Apple MacBook Pro 13.3” 128GB, 1.4GHz, Intel® i5 with Touch Bar - Silver - English",https://www.thesource.ca/medias/20191205104905-108086257-A.jpg-mediaConversion-640-x-480-mediaConversion-400-x-300-mediaConversion-200-x-150-0?context=bWFzdGVyfGltYWdlc3w2MDY5fGltYWdlL2pwZWd8aW1hZ2VzL2hhOC9oYWIvOTIwODU5MjMwMjExMC5qcGd8NTI1M2YxMmE1Y2Y3OTFhYzE3ODhkY2ExNGRiY2U5MTE0ZjA2NTg3NWVjNzUyMDAwMGFlYmQwNmM4YmFlMDVlZA,"$1,699.99"
"Apple MacBook Pro 13.3” 512GB, 2.4GHz, Intel® i5 with Touch Bar - Space Grey - French",https://www.thesource.ca/medias/20191205111905-108086252-A.jpg-mediaConversion-640-x-480-mediaConversion-400-x-300-mediaConversion-200-x-150-0?context=bWFzdGVyfGltYWdlc3w1OTgwfGltYWdlL2pwZWd8aW1hZ2VzL2hkNy9oY2MvOTIwODYwMTczOTI5NC5qcGd8YTg1NzQ3YWJiNjIyNDAxZDk2Y2E3OGU4NjY4MzM0MTNmOWJkNjY5MDQ4NDk2NmQ5NzliY2YxZGFjZmI3NTQyMg,"$2,649.99"
"Toshiba Tecra C50-E-0C4 15.6” Laptop with Intel® i5-8250U, 256GB SSD, 8GB RAM & Windows 10 Home - Black",https://www.thesource.ca/medias/20200128132603-108079901-A.jpg-mediaConversion-640-x-480-mediaConversion-400-x-300-mediaConversion-200-x-150-0?context=bWFzdGVyfGltYWdlc3w4ODU4fGltYWdlL2pwZWd8aW1hZ2VzL2hjZi9oOTEvOTIyNDkzNzI0MjY1NC5qcGd8MWQ4NzE5MWFhNzc3ZmUwYWQ3NmYyZDQ2YmExOThkZDg3NWIwYTcwZWI2YTgyNjcxYThmMjViYzQwYjU5MjdhOA,$949.99
"ASUS K540UA-Q51P-CB 15.6"" Laptop with Intel® i5-8250U, 8GB RAM, 1TB SSHD & Windows 10 Pro - Chocolate Black & Gold",https://www.thesource.ca/medias/20190301102738-108081025-A.jpg-mediaConversion-640-x-480-mediaConversion-400-x-300-mediaConversion-200-x-150-0?context=bWFzdGVyfGltYWdlc3wyNjM0MnxpbWFnZS9qcGVnfGltYWdlcy9oMzQvaDliLzkxNDY1NTE1OTkxMzQuanBnfDI2Mzk0YTEwYTY2NWMyZjk1NGJlZjg4YmJmMmMxNTQ1ZmE1YmUwMTkzODZhZDBiNGI3N2I1Yjc5ZjJjZTljNGQ,$849.99
"ASUS ROG Strix SCAR II Edition GL504GW-DS74 15.6” Gaming Laptop with Intel® i7-8750H, 512GB SSD, 16GB RAM, NVIDIA RTX 2070 & Windows 10 - Black",https://www.thesource.ca/medias/20190226142116-108081045-A.jpg-mediaConversion-640-x-480-mediaConversion-400-x-300-mediaConversion-200-x-150-0?context=bWFzdGVyfGltYWdlc3wzMjkyMHxpbWFnZS9qcGVnfGltYWdlcy9oNjgvaDU2LzkxNDU5NTU2ODAyODYuanBnfDM0MGQyODdiNzNjZWQ5YTg3OGExMjM4YWUwNWI2Y2I0ZmI0MjMzOWZjN2MyN2M2OTg3OTgyYTNiZmQxMDIyNjI,"$2,599.99"
"ASUS VivoBook Max X541NA-QP2ST-CB 15.6” Laptop with Intel® N4200, 256GB SSD, 4GB RAM & Windows 10 - Silver Gradient",https://www.thesource.ca/medias/20190301095638-108081041-A.jpg-mediaConversion-640-x-480-mediaConversion-400-x-300-mediaConversion-200-x-150-0?context=bWFzdGVyfGltYWdlc3wyNDgwM3xpbWFnZS9qcGVnfGltYWdlcy9oN2QvaDM3LzkxNDY1MTEzOTI3OTguanBnfDFiNWYxZWI4MDI1NTJlMDIwMGNmNzkwYjY1MmMyNGE3M2UzODdhYTFiM2IyZGMyOWMxOTY1ZjUxNTExYjNlYWI,$599.99
"ASUS ZenBook 13 UX331UA-Q32-CB 13.3” Laptop with Intel® i3-8130U, 256GB SSD, 8GB RAM & Windows 10 - Royal Blue",https://www.thesource.ca/medias/20190312103431-108081031-A.jpg-mediaConversion-640-x-480-mediaConversion-400-x-300-mediaConversion-200-x-150-0?context=bWFzdGVyfGltYWdlc3wyMjAzOHxpbWFnZS9qcGVnfGltYWdlcy9oMDYvaGE0LzkxNDg0NTUzMjE2MzAuanBnfDVjOWM4OTBhMDc2NjlmYzlmMmY5NDg4MTE2NTg0ZmFmZWY1YTQyNDI2NDY2NWI0NWVlNjJjOWQ0NzRjZGIwODQ,$999.99
"Acer Predator Triton 500 PT515-51-765U 15.6” Gaming Laptop with i7-8750H, 1TB SSD, 32GB RAM, NVIDIA RTX 2080 & Windows 10 Home",https://www.thesource.ca/medias/20190708115622-108082532-A.jpg-mediaConversion-640-x-480-mediaConversion-400-x-300-mediaConversion-200-x-150-0?context=bWFzdGVyfGltYWdlc3wyODU3NXxpbWFnZS9qcGVnfGltYWdlcy9oNGQvaDI3LzkxNjkwOTY5MzM0MDYuanBnfDg1MjdmMjQ2ZmQxZWM1MjVkNjIwNzAxY2E4NzFmOTI3ZTgxYjMyZjc2NTI0Mzc4ZGFjNGM0ZTY3MjEwMTU4Mzg,"$3,999.99"
"Acer Predator Triton 500 PT515-51-75L8 15.6” Gaming Laptop with i7-8750H, 512GB SSD, 16GB RAM, NVIDIA RTX 2080 & Windows 10 Home",https://www.thesource.ca/medias/20190708115622-108082539-A.jpg-mediaConversion-640-x-480-mediaConversion-400-x-300-mediaConversion-200-x-150-0?context=bWFzdGVyfGltYWdlc3wyODU3NXxpbWFnZS9qcGVnfGltYWdlcy9oNDgvaDE5LzkxNjkwOTg3Njg0MTQuanBnfDViNGVhOGVkOWI1NDBhZjE3NGMxZDE2ZjE2MjBiZTFjZTZkMTJjZmVkODVhZGU3YjUxYmMzMDZhYjc0ODljNWM,"$3,299.99"
"Acer Aspire A515-52G-73DF 15.6” Laptop with Intel® i7-8565U, 1TB HDD, 128GB SSD, 8GB RAM, NVIDIA® MX250 & Windows 10 Home - Black",https://www.thesource.ca/medias/20190709081221-108082543-A.jpg-mediaConversion-640-x-480-mediaConversion-400-x-300-mediaConversion-200-x-150-0?context=bWFzdGVyfGltYWdlc3wzMjcyMXxpbWFnZS9qcGVnfGltYWdlcy9oYjkvaGUyLzkxNjkyMTA3MDM5MDIuanBnfGMwZjBiMTZmNjBhY2IwN2RjNmY5MzcxM2M3ZDY3YzRhMDc2OWM4YTFlNTU2OWJlY2FiMTkwN2ExZDUwYWI1NGY,"$1,099.99"
"Acer Spin SP111-34N-P4BZ 11.6” Touchscreen Laptop with Intel® N5000, 64GB eMMC, 4GB RAM & Windows 10 - Silver",https://www.thesource.ca/medias/20190718132908-108082544-A.jpg-mediaConversion-640-x-480-mediaConversion-400-x-300-mediaConversion-200-x-150-0?context=bWFzdGVyfGltYWdlc3wyODI0M3xpbWFnZS9qcGVnfGltYWdlcy9oNWEvaDJjLzkxNzEyNjMxMjc1ODIuanBnfGYwNGU2OTM3MTM3ZWYzNWE0MGQ1YTQyZDI5NGM0ZTdlYjI4MDMwODljOGZiYTM1NjY0Y2ZhZTcwMjhhZTVhN2Q,$549.99
"ASUS Zenbook Pro UX580GE 15.6"" Laptop with Intel® i9-8950H, 512GB SSD, 16GB RAM, NVIDIA GTX 1050Ti 4GB & Windows 10 Pro - Deep Ocean Blue",https://www.thesource.ca/medias/20181026132941-108079282-A.jpg-mediaConversion-640-x-480-mediaConversion-400-x-300-mediaConversion-200-x-150-0?context=bWFzdGVyfGltYWdlc3wxNjQyNnxpbWFnZS9qcGVnfGltYWdlcy9oZDMvaGE4LzkxMDcwNTIwNjg4OTQuanBnfDRkY2FhNDhjNzNhYjk1ZDBjYWIzMDdhMmY0YWY3YmY3MzRjNGI5N2Y2ZThlZWMzYzZhYjVhMzFkNDhlNDI2OTU,"$2,999.99"
"MSI GE75 9SG-423CA 17.3"" Gaming Laptop with Intel® i7-9750H, 16 GB DDR4, 512GB NVMe SSD + 1TB HDD, GeForce RTX 2080 & Windows 10 - Aluminum Black",https://www.thesource.ca/medias/20200401110514-108087865-A.jpg-mediaConversion-640-x-480-mediaConversion-400-x-300-mediaConversion-200-x-150-0?context=bWFzdGVyfGltYWdlc3wyMTkxNHxpbWFnZS9qcGVnfGltYWdlcy9oZWQvaGRhLzkyMzkzMTYzMzI1NzQuanBnfDQ5ZWU2ZTUwYTM2M2FhYzJlZmViNDcwMTg4ZGMzNTBjMzc4MDgyMjY5MDcyNWRhYjg3NWQwZTkyNWMyYmNmZDc,"$3,499.99"
"MSI WE75 9TJ-011CA Mobile Workstation 17.3"" Gaming Laptop with Intel Core i7-9750H, 32GB DDR4, 512GB NVMe PCIe SSD +1TB HDD, NVIDIA Quadro T2000 & Windows 10 Pro - Aluminum Black",https://www.thesource.ca/medias/20200326115310-108087859-A.jpg-mediaConversion-640-x-480-mediaConversion-400-x-300-mediaConversion-200-x-150-0?context=bWFzdGVyfGltYWdlc3wxNjE1NnxpbWFnZS9qcGVnfGltYWdlcy9oNmYvaDk4LzkyMzcyMzA4NDU5ODIuanBnfDQ0ZjZkMzQzYmJjNmE4ZGIxMDBjNjM2MjllNTUwZDBlZWNmMDJiZjA1YWM0NzM5ZmM1ZmU2OTYxMTBmZmRjM2M,"$2,799.99"
"MSI WS75 9TK-656CA Mobile Workstation 17.3"" Gaming Laptop with Intel Core i7-9750H, 32GB DDR4, 1TB NVMe PCIe SSD, NVIDIA Quadro RTX 3000 & Windows10 Pro - Matte Black",https://www.thesource.ca/medias/20200326095254-108087855-A.jpg-mediaConversion-640-x-480-mediaConversion-400-x-300-mediaConversion-200-x-150-0?context=bWFzdGVyfGltYWdlc3wxNDI3MHxpbWFnZS9qcGVnfGltYWdlcy9oMjAvaDEwLzkyMzcwNzg4MDI0NjIuanBnfDczYWE4ZWZjYWEzZWNiYWFmNWRhNDNkZjA0MThlNmQ5YzRlMjI5NjRlZDE0NmQ2MjU3OTY3MTJkZmZkMTQwZWQ,"$3,499.99"
"MSI WS65 9TJ-010CA Mobile Workstation 15.6"" Laptop with Intel Core i7-9750H, 32GB DDR4, 1TB NVMe PCIe SSD, NVIDIA Quadro T2000 & Windows 10 Pro - Matte Black",https://www.thesource.ca/medias/20200325134004-108087853-A.jpg-mediaConversion-640-x-480-mediaConversion-400-x-300-mediaConversion-200-x-150-0?context=bWFzdGVyfGltYWdlc3wxNDE4OXxpbWFnZS9qcGVnfGltYWdlcy9oYTMvaDA4LzkyMzY4NDg3MDU1NjYuanBnfDFhMzE0NDQwZTcxOTIxMjEwZWNkOTYyZjVjZGVkMjZkMzI5ZTFmNTFjMGY1NDVlMzM0ZjMxNjE2Yjc3NjEyNjU,"$2,999.99"
"MSI WS65 9TK-899CA Mobile Workstation 15.6"" Gaming Laptop with Intel Core i7-9750H 32GB DDR4, 1TB NVMe PCIe SSD,  NVIDIA Quadro RTX 3000 & Windows10 Pro - Matte Black",https://www.thesource.ca/medias/20200325141134-108087854-A.jpg-mediaConversion-640-x-480-mediaConversion-400-x-300-mediaConversion-200-x-150-0?context=bWFzdGVyfGltYWdlc3wxNDE4OXxpbWFnZS9qcGVnfGltYWdlcy9oNGEvaGQyLzkyMzY5MjE2MTQzNjYuanBnfDJjNzlkNjExYzc0MmRhMzMxMTk4ZWNjMDQ0NGUxOGZmYzE1NzQ1YWFjYWI5NjhlNGFlMzU1ZGVmZmVhMWMzZDE,"$3,499.99"
